Time,X-Acceleration,Y-Acceleration,Z-Acceleration,X-Velocity,Y-Velocity,Z-Velocity,Composite-Acceleration,Composite-Velocity,Temperature Z,Temperature-XYZ
00:00.0,15.4453125,19.9375,10.7109375,2.65625,1.705078125,1.546875,21.203125,3.515625,23.6875,23.6875
00:00.0,15.5546875,15.1953125,11.421875,2.904296875,1.704101563,1.728515625,21.046875,3.78515625,25.1875,25.1875
00:00.0,15.125,15.859375,10.0234375,2.15234375,1.755859375,1.698242188,18.78125,3.255859375,26,26
00:00.0,14.8203125,15.953125,10.375,2.314453125,1.651367188,1.763671875,20.03125,3.345703125,27,27
00:00.0,13.71875,17.5,9.3828125,2.0390625,1.666992188,1.463867188,18.875,3.013671875,28,28
00:00.0,14.7734375,15.3125,11.21875,1.732421875,1.530273438,1.251953125,19.203125,2.62890625,28.625,28.625
00:00.0,15.5390625,15.734375,9.625,1.700195313,1.45703125,1.303710938,18.640625,2.591796875,28.6875,28.6875
00:00.0,15.6484375,24.3125,10.015625,2.087890625,1.624023438,1.639648438,24.671875,3.111328125,27.5,27.5
00:00.0,15.8046875,16.703125,9.34375,2.0546875,1.822265625,1.858398438,21.328125,3.31640625,26.3125,26.3125
00:00.0,15.6171875,17.84375,10.28125,2.048828125,2.197265625,2.0546875,20.5625,3.640625,25.6875,25.6875
00:00.0,15.234375,14.4453125,10.9140625,1.609375,1.80078125,1.397460938,18.6875,2.791015625,25,25
00:00.0,14.953125,28.984375,15.765625,1.788085938,2.12890625,2.396484375,31.15625,3.671875,25.125,25.125
00:00.0,16.421875,13.3671875,9.4609375,1.5625,1.564453125,1.513671875,18.828125,2.6796875,25.3125,25.3125
00:00.0,13.8984375,16.703125,9,1.649414063,1.5703125,1.565429688,17.9375,2.763671875,24.1875,24.1875
00:00.0,15.453125,14.375,8.671875,1.565429688,1.625,1.65234375,16.796875,2.796875,23.625,23.625
00:00.0,15.359375,17.328125,9.203125,1.727539063,1.944335938,1.723632813,19.25,3.119140625,23.75,23.75
00:00.0,14.28125,16.78125,10.453125,1.408203125,1.713867188,1.502929688,18.515625,2.6796875,23.3125,23.3125
00:00.0,17.890625,13.0390625,8.296875,1.375,1.60546875,1.397460938,19.265625,2.53515625,22.625,22.625
00:00.0,13.8984375,13.3515625,11.1875,1.668945313,1.73046875,1.590820313,15.9765625,2.8828125,22.125,22.125
00:00.0,13.4453125,18.171875,8.9296875,1.600585938,1.584960938,1.456054688,18.484375,2.681640625,21.375,21.375
00:00.0,13.828125,15.0703125,7.62109375,1.631835938,1.640625,1.514648438,18.5625,2.765625,21.1875,21.1875
00:00.0,13.984375,19.5,8.8515625,1.751953125,1.502929688,1.600585938,20.71875,2.80859375,21.0625,21.0625
00:00.0,13.4453125,14.640625,9.4921875,2.5078125,1.799804688,2.1171875,15.65625,3.744140625,21.625,21.625
00:00.0,13.0078125,16.015625,10.46875,3.01953125,1.797851563,2.083984375,16.203125,4.0859375,22.875,22.875
00:00.0,14.8359375,16.03125,9.9609375,1.497070313,1.709960938,1.491210938,17.796875,2.71875,23.6875,23.6875
00:00.0,15,15.9609375,12.6640625,1.712890625,1.6015625,1.689453125,20,2.890625,24.25,24.25
00:00.0,13.7109375,17.046875,9.6875,1.55859375,1.68359375,1.362304688,18.8125,2.66796875,24.8125,24.8125
00:00.0,15.8828125,16.578125,8.6640625,1.536132813,1.702148438,1.458007813,19.484375,2.716796875,25.0625,25.0625
00:00.0,14.0546875,18.796875,11.375,1.598632813,1.653320313,1.443359375,20.25,2.71484375,25.125,25.125
00:00.0,15.2421875,21.640625,11.671875,1.668945313,1.864257813,1.697265625,24.296875,3.0234375,25.0625,25.0625
00:00.0,13.4375,25.03125,14.4453125,1.876953125,1.809570313,1.725585938,27.09375,3.126953125,24.8125,24.8125
00:00.0,16.234375,17.484375,11.8515625,1.737304688,1.8046875,1.571289063,20.34375,2.95703125,24.375,24.375
00:00.0,14.8828125,18,11.9453125,1.512695313,1.829101563,1.653320313,19.234375,2.892578125,23.5,23.5
00:00.0,15.734375,16.828125,9.890625,1.586914063,1.880859375,1.654296875,19.796875,2.96484375,23.125,23.125
00:00.0,14.296875,17.3125,11.9140625,1.481445313,1.934570313,1.711914063,23.34375,2.978515625,22.75,22.75
00:00.0,14.8359375,15.0234375,9.1796875,1.729492188,1.887695313,1.780273438,17.359375,3.1171875,22.375,22.375
00:00.0,14.1953125,12.1328125,7.078125,1.4453125,1.495117188,1.674804688,17.328125,2.669921875,21.25,21.25
00:00.0,16.203125,14.5625,8.2421875,1.6328125,1.751953125,1.694335938,19.265625,2.93359375,22.25,22.25
00:00.0,14.6484375,17.84375,9.3515625,1.639648438,2.103515625,1.694335938,20.703125,3.16015625,22.375,22.375
00:00.0,16.28125,16.4375,8.0703125,1.745117188,1.943359375,1.739257813,19.9375,3.13671875,22.3125,22.3125
00:00.0,14.7578125,11.8359375,8.78125,1.579101563,1.6328125,1.5546875,16.546875,2.751953125,21.125,21.125
00:00.0,14.7890625,12.21875,8.7890625,1.760742188,1.744140625,1.674804688,16.859375,2.990234375,21.375,21.375
00:00.0,16.8125,12.0703125,9.796875,1.70703125,1.618164063,1.609375,17.0625,2.849609375,20.9375,20.9375
00:00.0,12.6640625,13.5390625,9.59375,1.759765625,1.639648438,1.640625,16.0625,2.912109375,21.0625,21.0625
00:00.0,12.1328125,13.109375,7.78125,1.638671875,1.625,1.55078125,14.09375,2.779296875,21,21
00:00.0,12.82,13.407,9.34375,5.054,5.041,1.689453125,16.114,7.556,21.75,30.788
00:00.0,15.609375,16.390625,12.7734375,1.573242188,1.694335938,1.44140625,18.875,2.724609375,22.625,22.625
00:00.0,13.6640625,13.1953125,8.34375,1.672851563,1.56640625,1.454101563,16.0625,2.71484375,23.5,23.5
00:00.0,14.390625,14.375,8.1015625,1.693359375,1.426757813,1.484375,16.046875,2.666015625,24.4375,24.4375
00:00.0,13.5234375,11.7109375,8.640625,1.694335938,1.584960938,1.930664063,16.078125,3.017578125,25.375,25.375
00:00.0,11.8125,14.921875,7.265625,2.0703125,1.672851563,1.749023438,17.109375,3.185546875,26.25,26.25
00:00.0,13.5078125,13.6953125,9.6328125,2.142578125,1.733398438,1.62890625,16.828125,3.201171875,27.0625,27.0625
00:00.0,12.6640625,14.78125,7.5546875,2.1640625,1.677734375,1.533203125,18.328125,3.138671875,27.1875,27.1875
00:00.0,12.8046875,15.9609375,6.96875,1.8515625,1.53125,1.428710938,19.625,2.794921875,27.5625,27.5625
00:00.0,14.3046875,17.265625,8.6484375,2.478515625,1.727539063,2.0390625,18.0625,3.646484375,27.25,27.25
00:00.0,13.8125,16.1875,8.359375,1.7578125,1.920898438,1.736328125,16.796875,3.12890625,26.5,26.5
00:00.0,15.921875,20.734375,11.7578125,1.504882813,1.759765625,1.716796875,21.390625,2.8828125,25.25,25.25
00:00.0,15.5859375,19.25,11.5546875,1.504882813,1.759765625,1.390625,22.375,2.701171875,24.25,24.25
00:00.0,17.890625,17.546875,10.078125,1.639648438,1.66015625,1.495117188,20.203125,2.771484375,24.1875,24.1875
00:00.0,16.125,16.390625,10.5078125,1.446289063,1.852539063,1.508789063,18.78125,2.79296875,23.5,23.5
00:00.0,13.8359375,21.8125,10.765625,1.450195313,1.88671875,1.719726563,23.203125,2.935546875,23.0625,23.0625
00:00.0,16.28125,18.203125,14.1953125,1.659179688,1.951171875,1.8515625,19.59375,3.16015625,23.1875,23.1875
00:00.0,17.5625,14.0390625,8.03125,1.50390625,1.412109375,1.336914063,18.609375,2.458984375,23.0625,23.0625
00:00.0,13.7578125,19.21875,10.734375,1.438476563,1.655273438,1.456054688,19.875,2.6328125,22.8125,22.8125
00:00.0,17.515625,19.28125,12.4375,1.471679688,1.5859375,1.265625,20,2.505859375,22.8125,22.8125
00:00.0,13.7265625,24.53125,13.65625,1.603515625,2.150390625,1.51953125,24.703125,3.08203125,22.5625,22.5625
00:00.0,12.78125,15.7578125,11.1015625,1.685546875,1.985351563,1.473632813,21.40625,2.9921875,22.4375,22.4375
00:00.0,14.2578125,20.515625,9.7890625,1.497070313,1.768554688,1.557617188,22.8125,2.791015625,22.4375,22.4375
00:00.0,13.6484375,18.828125,11.203125,1.926757813,1.874023438,1.5234375,21.40625,3.08984375,22.75,22.75
00:00.0,13.7421875,18.6875,13.1875,1.517578125,1.685546875,1.602539063,20.203125,2.77734375,23.6875,23.6875
00:00.0,17.375,20.875,14.078125,1.634765625,1.999023438,1.471679688,23.046875,2.97265625,23.9375,23.9375
00:00.0,14.7578125,19.90625,10.296875,1.50390625,1.865234375,1.58203125,21.984375,2.87109375,24.625,24.625
00:00.0,12.4765625,16.859375,8.6796875,1.666992188,1.647460938,1.481445313,17.671875,2.7734375,25.25,25.25
00:00.0,16.46875,16.0625,10.21875,1.533203125,1.766601563,1.6484375,17.515625,2.861328125,26.0625,26.0625
00:00.0,12.46875,11.9296875,7.8125,1.88671875,1.595703125,1.61328125,16.109375,2.951171875,26.9375,26.9375
00:00.0,14.234375,18.203125,8.4609375,1.52734375,1.403320313,1.387695313,18.96875,2.49609375,27.75,27.75
00:00.0,13.4140625,14.359375,9.03125,1.66796875,1.499023438,1.364257813,18.671875,2.625,28,28
00:00.0,14.03125,16.65625,10.0859375,1.491210938,1.5546875,1.270507813,17.3125,2.5,27.875,27.875
00:00.0,11.78125,25.203125,13.515625,1.49609375,1.889648438,1.684570313,27.546875,2.94140625,27.25,27.25
00:00.0,16.5625,16.265625,9.296875,1.583007813,1.795898438,1.75390625,19.21875,2.96875,26.25,26.25
00:00.0,14.9921875,16.078125,9.7421875,1.497070313,1.721679688,1.680664063,19.015625,2.833984375,25.1875,25.1875
00:00.0,17.96875,14.875,10.3046875,1.415039063,1.580078125,1.69921875,25.125,2.71875,24.6875,24.6875
00:00.0,15.4375,16.1875,11.8046875,1.389648438,1.61328125,1.7109375,19.390625,2.732421875,24.1875,24.1875
00:00.0,16.265625,14.96875,9.53125,1.494140625,1.630859375,1.401367188,19.796875,2.6171875,24.3125,24.3125
00:00.0,15.65625,13.078125,8.875,1.418945313,1.4921875,1.4140625,16.359375,2.498046875,24.5625,24.5625
00:00.0,19.3125,14.40625,10.3046875,1.720703125,1.788085938,2.01953125,19.46875,3.19921875,24.5625,24.5625
00:00.0,16.828125,10.7890625,8.90625,1.650390625,1.697265625,2.2265625,19.859375,3.25,24.5625,24.5625
00:00.0,16.75,14.1171875,10.09375,1.884765625,1.803710938,1.997070313,17.171875,3.28515625,24.4375,24.4375
00:00.0,16.140625,11.9140625,8.7890625,1.678710938,1.805664063,1.618164063,18.640625,2.94921875,24.25,24.25
00:00.0,17.65625,12,8.203125,1.842773438,1.803710938,1.71875,17.859375,3.09765625,24,24
00:00.0,14.8203125,14.34375,8.4609375,1.706054688,2.029296875,1.737304688,17.546875,3.169921875,23.6875,23.6875
00:00.0,16.484375,13.109375,9.1484375,1.73046875,1.811523438,1.640625,17.734375,2.994140625,23.9375,23.9375
00:00.0,16.59375,18.296875,9.5,1.608398438,1.498046875,1.411132813,24.875,2.611328125,24.6875,24.6875
00:00.0,16.875,15.6015625,8.4140625,1.744140625,1.870117188,1.834960938,18.65625,3.1484375,25.6875,25.6875
00:00.0,13.46875,20.265625,11.28125,2.81640625,2.513671875,2.453125,23.5,4.5,26.8125,26.8125
00:00.0,14.2265625,19.1875,11.78125,2.41796875,2.3046875,1.916992188,23.625,3.8515625,27.5625,27.5625
00:00.0,14.765625,18.71875,10.3125,2.068359375,2.126953125,1.596679688,21.46875,3.369140625,28,28
00:00.0,13.6640625,13.0234375,7.64453125,2.685546875,2.099609375,1.6640625,16.421875,3.79296875,28.6875,28.6875
00:00.0,15.0390625,15.96875,7.61328125,1.602539063,1.716796875,1.6015625,17.109375,2.841796875,29.3125,29.3125
00:00.0,12.4765625,15.21875,8.7109375,1.74609375,1.966796875,1.53125,19.9375,3.04296875,29.8125,29.8125
00:00.0,13.078125,16.890625,7.6484375,1.66796875,1.469726563,1.404296875,17.5,2.62890625,29.9375,29.9375
00:00.0,12.3984375,18.875,10.2890625,1.520507813,1.69140625,1.4296875,19.1875,2.6875,29.625,29.625
00:00.0,13.625,29.078125,16.234375,1.36328125,1.9296875,1.647460938,32.9375,2.880859375,29,29
00:00.0,12.921875,19.5,11.0078125,1.3046875,1.61328125,1.280273438,22.484375,2.4375,28.125,28.125
00:00.0,14.015625,16.9375,10.15625,1.376953125,1.649414063,1.4453125,20.890625,2.58984375,27.0625,27.0625
00:00.0,14.234375,14.1953125,8.015625,1.41015625,1.70703125,1.638671875,17.546875,2.75390625,26.25,26.25
00:00.0,14.703125,11.25,9.2890625,1.556640625,1.403320313,1.729492188,16.515625,2.716796875,26.1875,26.1875
00:00.0,14.421875,13.484375,9.1015625,1.646484375,1.573242188,2.001953125,16.765625,3.03125,25.8125,25.8125
00:00.0,14.0078125,12.6171875,8.8203125,1.430664063,1.477539063,1.336914063,14.296875,2.453125,27.25,27.25
00:00.0,12.4375,13.8515625,7.05859375,1.681640625,1.404296875,1.120117188,17.53125,2.4609375,27.4375,27.4375
00:00.0,13.0703125,13.5,7.3671875,1.583007813,1.32421875,1.235351563,15.6328125,2.404296875,27.4375,27.4375
00:00.0,13.5390625,12.2421875,7.73828125,1.643554688,1.341796875,1.5,16.015625,2.59765625,27.375,27.375
00:00.0,0.063293457,0.068115234,0.220458984,0.144165039,0.170288086,0.11541748,0.294433594,0.741699219,24.9375,24.9375
00:00.0,0.072998047,0.181640625,0.229492188,0.122192383,0.145507813,0.118041992,0.416259766,0.666992188,19.4375,19.4375
00:00.0,0.23828125,0.194335938,0.377685547,0.24609375,0.13671875,0.102844238,0.702636719,0.822265625,16.1875,16.1875
00:00.0,0.176879883,0.299560547,0.293212891,0.172729492,0.096313477,0.052124023,0.634765625,0.535644531,13.75,13.75
00:00.0,0.250488281,0.541015625,0.428955078,0.215332031,0.082580566,0.082946777,0.704101563,0.635253906,12.125,12.125
00:00.0,0.025543213,0.032104492,0.271484375,0.125488281,0.107116699,0.069396973,0.53515625,0.518066406,11.1875,11.1875
00:00.0,0.03515625,0.106018066,0.267089844,0.228881836,0.094299316,0.077453613,0.569824219,0.666503906,10.5625,10.5625
00:00.0,0.042419434,0.177001953,0.353759766,0.165649414,0.057983398,0.113464355,0.577636719,0.567871094,10.125,10.125
00:00.0,0.196289063,0.166748047,0.334472656,0.171875,0.075561523,0.08215332,0.667480469,0.556640625,9.4375,9.4375
00:00.0,0.420898438,0.399414063,0.502441406,1.264648438,1.19140625,2.583984375,0.875976563,3.115234375,8.875,8.875
00:00.0,13.6953125,18.0625,7.125,1.326171875,1.33203125,1.262695313,19.140625,2.263671875,11.5625,11.5625
00:00.0,13.4375,16.96875,7.484375,1.529296875,1.389648438,1.2421875,19.25,2.41015625,17.4375,17.4375
00:00.0,12.6640625,14.796875,7.5546875,1.790039063,1.5546875,1.248046875,15.3125,2.6796875,20.625,20.625
00:00.0,13.625,17.328125,9.4609375,2.064453125,1.450195313,1.389648438,18,2.880859375,21.875,21.875
00:00.0,15.1796875,18.4375,9.15625,1.853515625,1.54296875,1.573242188,19.828125,2.87890625,23.125,23.125
00:00.0,19.78125,12.25,4.13671875,18.71875,9.0625,1.825195313,20.6875,20.875,34.125,34.125
00:00.0,20.25,12.9375,4.015625,12.9765625,5.7890625,1.573242188,23.25,14.296875,35.875,35.875
00:00.0,18.90625,13.4921875,4.58984375,13.359375,5.921875,1.89453125,19.40625,14.734375,36.75,36.75
00:00.0,20.8125,10.65625,4.625,10.625,4.890625,1.512695313,23.359375,11.7890625,37.5,37.5
00:00.0,21.875,17,4.90625,17.3125,7.3671875,2.28125,23.765625,18.953125,38.5,38.5
00:00.0,20.09375,13.2109375,4.46875,10.65625,4.66015625,1.647460938,20.953125,11.75,39,39
00:00.0,16.578125,12.453125,4.2421875,16.125,6.61328125,2.310546875,19.59375,17.578125,39.5625,39.5625
00:00.0,17.0625,14.6171875,4.83203125,16.359375,7.23046875,2.07421875,21.453125,18.015625,39.6875,39.6875
00:00.0,22.359375,12.6328125,5.00390625,14.46875,5.87109375,2.294921875,22.765625,15.78125,39.625,39.625
00:00.0,13.1796875,15.2734375,4.9375,13.609375,5.859375,2.302734375,19.5,14.9921875,38.9375,38.9375
00:00.0,13.9375,9.953125,5.16015625,8.3046875,3.5703125,1.739257813,14.5234375,9.203125,38.25,38.25
00:00.0,13.578125,10.765625,4.30859375,10.234375,4.63671875,2.166015625,14.203125,11.4453125,37.1875,37.1875
00:00.0,15.828125,12.171875,5.32421875,10.265625,4.69140625,1.955078125,17.21875,11.4609375,37.125,37.125
00:00.0,19.5,15.4453125,5.44140625,15.6640625,6.95703125,2.5546875,23.875,17.328125,37.4375,37.4375
00:00.0,13.3125,13.34375,5.15234375,13.84375,6.01953125,2.3984375,18.703125,15.2890625,39,39
00:00.0,15.2734375,11.765625,4.37109375,19,8.5703125,2.78125,17.421875,21.03125,38.375,38.375
00:00.0,14.734375,13.9921875,6.3671875,58.625,25.203125,7.74609375,18.796875,64.25,38.9375,38.9375
00:00.0,15.171875,15.0234375,5.28515625,16.171875,6.94921875,2.6171875,16.21875,17.796875,41.25,41.25
00:00.0,14.703125,13.09375,4.00390625,12.4375,5.22265625,2.185546875,16.71875,13.6640625,39.5625,39.5625
00:00.0,15.6328125,13,4.3671875,13.2265625,5.37109375,2.01953125,18.71875,14.421875,40.375,40.375
00:00.0,17.015625,11.546875,4.42578125,18.546875,8.5859375,3.02734375,18.109375,20.671875,38.875,38.875
00:00.0,15.125,16.28125,5.0625,11.125,5.0625,2.318359375,18.984375,12.4375,38.3125,38.3125
00:00.0,15.3984375,16.78125,4.87109375,29.734375,13.5625,4.6953125,20.125,33,38.5625,38.5625
00:00.0,14.046875,12.6015625,5.63671875,16.625,7.96875,2.669921875,16.15625,18.640625,38.375,38.375
00:00.0,12.859375,12.1953125,4.64453125,15.734375,7.53515625,2.466796875,15.1015625,17.609375,38.8125,38.8125
00:00.0,13.1484375,15.90625,4.65625,11.5625,5.48046875,2.291015625,16.46875,13,38.9375,38.9375
00:00.0,15.234375,13.96875,6.296875,12.0703125,5.28125,2.158203125,19.78125,13.3515625,39.625,39.625
00:00.0,13.515625,13.71875,3.908203125,14.125,6.03125,2.302734375,15.6328125,15.53125,40.0625,40.0625
00:00.0,13.1796875,14.5,5.0703125,13.2890625,5.52734375,2.361328125,19.125,14.5859375,40.75,40.75
00:00.0,15.734375,16.9375,6.1328125,19.40625,8.328125,2.947265625,19.0625,21.3125,41.375,41.375
00:00.0,16.046875,21.671875,5.55859375,17.171875,7.421875,2.92578125,27.671875,18.921875,42.0625,42.0625
00:00.0,14.1875,14.046875,4.7578125,23.015625,10.09375,5.2421875,14.78125,25.671875,40.8125,40.8125
00:00.0,18.609375,14.6640625,5.53515625,21.234375,11.265625,3.8828125,22.96875,24.34375,39.8125,39.8125
00:00.0,13.734375,16.96875,5.2890625,13.375,6.71484375,2.5,20.03125,15.171875,39.5625,39.5625
00:00.0,18.90625,12.7734375,4.44921875,18.09375,9.6875,3.28125,22.515625,20.78125,39,39
00:00.0,13.9375,11.9296875,4.37109375,11.3828125,5.6953125,2.609375,16.46875,12.9921875,38.4375,38.4375
00:00.0,17.953125,14.8515625,5.375,15.4375,7.90234375,2.9140625,18.40625,17.578125,38.3125,38.3125
00:00.0,15.5,16.984375,6.46484375,17.109375,8.8046875,3.23046875,23.421875,19.515625,37.625,37.625
00:00.0,14.3125,15.2109375,4.59765625,8.9140625,4.74609375,2.0625,16.203125,10.3046875,37.25,37.25
00:00.0,12.7265625,14.2109375,5.16796875,16.03125,8.5078125,2.947265625,17.625,18.390625,37,37
00:00.0,20.953125,15.2734375,5.33203125,9.453125,4.7109375,1.8515625,21.90625,10.71875,37,37
00:00.0,13.140625,11.8515625,4.609375,39.21875,21.21875,7.1171875,15.625,45.15625,37.25,37.25
00:00.0,13.59375,12.171875,5.6640625,14.1171875,7.2734375,3.302734375,18.359375,16.21875,37.375,37.375
00:00.0,11.8359375,13.2890625,4.8515625,23.078125,11.5,5.1953125,16.359375,26.3125,37.625,37.625
00:00.0,14.6796875,12.5390625,5.5078125,17.390625,8.7421875,3.642578125,15.765625,19.796875,37.625,37.625
00:00.0,15.171875,14.15625,5.12109375,31.125,15.2578125,8.078125,17.203125,35.59375,37.5625,37.5625
00:00.0,16.21875,14.5703125,4.66796875,39.09375,19.296875,7.34375,17.796875,44.21875,37.5,37.5
00:00.0,14.2109375,15.1953125,4.8828125,15.359375,7.71875,3.533203125,15.9375,17.546875,38,38
00:00.0,16.65625,15.8984375,5.4453125,32.53125,16.8125,5.3515625,18.28125,37.03125,38.5625,38.5625
00:00.0,13.6171875,11.2890625,4.44140625,4.8671875,2.1015625,1.159179688,15.0546875,5.4296875,38.75,38.75
00:00.0,0.302734375,0.212524414,0.10760498,0.026519775,0.025527954,0.184570313,0.228637695,0.353271484,30.4375,30.4375
00:00.0,14.5859375,11.921875,6.2734375,5.95703125,3.80078125,1.685546875,17.21875,7.26171875,29.6875,29.6875
00:00.0,15.5546875,14.1171875,4.78515625,11.2109375,5.9453125,3.1015625,18.953125,13.0703125,35.1875,35.1875
00:00.0,16.234375,18.09375,5.65234375,12.4140625,6.61328125,2.625,18.40625,14.3125,38.1875,38.1875
00:00.0,12.6171875,11.75,4.21484375,11.265625,5.640625,2.80859375,15.609375,12.90625,39.5625,39.5625
00:00.0,0.204956055,0.093688965,0.015594482,0.056060791,0.087280273,0.188354492,0.139526367,0.55078125,39,39
00:00.0,0.236328125,0.235473633,0.097961426,0.097106934,0.177734375,0.426513672,0.177246094,1.045898438,28.9375,28.9375
00:00.0,0.171875,0.189331055,0.140258789,0.119384766,0.202514648,0.100585938,0.19934082,0.720214844,24.0625,24.0625
00:00.0,0.182250977,0.147949219,0.16027832,0.06463623,0.020736694,0.303466797,0.300292969,0.570800781,20.75,20.75
00:00.0,0.180175781,0.090637207,0.025390625,0.059539795,0.063842773,0.094543457,0.160644531,0.374755859,18.25,18.25
00:00.0,0.188720703,0.075561523,0.031433105,0.119689941,0.100097656,0.202880859,0.19543457,0.720703125,16.25,16.25
00:00.0,0.235473633,0.022705078,0.114257813,0.754394531,0.714355469,1.337890625,0.237304688,1.848632813,15.25,15.25
00:00.0,0.235473633,0.193603516,0.100769043,0.177124023,0.067138672,0.106689453,0.263671875,0.592285156,14.4375,14.4375
00:00.0,0.258544922,0.105651855,0.218139648,0.050384521,0.065185547,0.065795898,0.310058594,0.313476563,14,14
00:00.0,0.186279297,0.205200195,0.177978516,0.077941895,0.10760498,0.410644531,0.347167969,0.942382813,12.5625,12.5625
00:00.0,0.19934082,0.175048828,0.166625977,0.024658203,0.071655273,0.162963867,0.233642578,0.414306641,11.4375,11.4375
00:00.0,15.09375,8.84375,4.42578125,2.876953125,2.265625,1.162109375,17.671875,3.841796875,18.625,18.625
00:00.0,13.890625,12.203125,4.54296875,5.640625,3.26171875,1.65234375,15.53125,6.72265625,26.25,26.25
00:00.0,15.234375,16.015625,5.703125,4.22265625,2.34375,1.462890625,16.296875,5.046875,32,32
00:00.0,13.5625,13.1328125,5.7578125,21.65625,10.5390625,5.40234375,13.9453125,24.6875,35.0625,35.0625
00:00.0,13.4609375,14.84375,7.84375,7.6875,3.689453125,2.4453125,15.6953125,8.8671875,36.75,36.75
00:00.0,12.5703125,10.2109375,5.0546875,10.4609375,5.10546875,2.96875,16.140625,12.015625,37.625,37.625
00:00.0,12.3125,12.765625,4.609375,7.40625,3.884765625,1.956054688,14.359375,8.5859375,38.5625,38.5625
00:00.0,16.15625,12.609375,4.8046875,9.0625,4.15625,1.712890625,16.53125,10.1171875,39.375,39.375
00:00.0,13.59375,13.5390625,4.77734375,9.1796875,4.1015625,2.228515625,15.3515625,10.296875,40.1875,40.1875
00:00.0,0.203613281,0.053222656,0.409179688,0.083862305,0.232299805,1.228515625,0.448486328,1.44140625,4.25,4.25
00:00.0,12.82,13.407,0.275146484,5.054,5.041,1.1171875,0.333007813,1.44921875,4.375,4.375
00:00.0,0.183227539,0.033538818,0.400878906,0.103637695,0.504394531,1.267578125,16.114,7.556,4.625,30.788
00:00.0,0.186096191,0.083435059,0.308837891,0.15612793,0.271728516,1.240234375,0.380249023,1.498535156,4.75,4.6875
00:00.0,0.155761719,0.100524902,0.385253906,0.229614258,0.325683594,1.168945313,0.386474609,1.48828125,5.125,5.125
00:00.0,0.044494629,0.064453125,0.352294922,0.235351563,0.328613281,1.358398438,0.423339844,1.643554688,5.5,5.5
00:00.0,0.188720703,0.00598526,0.382324219,0.201171875,0.241699219,0.692382813,0.431152344,1.233886719,5.8125,5.8125
00:00.0,0.056976318,0.006103516,0.362548828,0.130859375,0.225219727,1.108398438,0.434326172,1.362304688,6.125,6.125
00:00.0,0.02381897,0.0859375,0.204956055,0.312744141,0.104553223,0.465087891,0.267578125,1.131835938,6.4375,6.4375
00:00.0,0.067138672,0.152099609,0.244262695,0.20690918,0.12286377,0.356933594,0.298095703,1.048828125,6.5625,6.5625
00:00.0,0.048248291,0.016052246,0.332275391,0.330078125,0.090148926,0.366210938,0.372314453,1.090820313,6.625,6.625
00:00.0,0.189941406,0.002033234,0.265380859,0.502441406,0.234130859,0.407958984,0.435302734,1.249023438,6.4375,6.4375
00:00.0,0.185913086,13.407,0.364501953,0.642089844,5.041,0.406494141,0.384521484,1.3828125,6.3125,6.3125
00:00.0,0.188476563,13.407,0.302001953,0.803710938,5.041,0.684570313,0.411132813,1.392578125,6.1875,6.1875
00:00.0,0.117660522,0.08416748,0.261474609,0.828125,0.226074219,1.01171875,0.380493164,1.549804688,6.03125,6.03125
00:00.0,0.174926758,0.079162598,0.218383789,0.666503906,0.269775391,0.792480469,0.374511719,1.426757813,5.9375,5.9375
00:00.0,0.040527344,0.084106445,0.353271484,0.841796875,0.311035156,0.770507813,0.480224609,1.479492188,5.875,5.875
00:00.0,0.020019531,0.056518555,0.298583984,0.899414063,0.285400391,1.153320313,0.347900391,1.641601563,5.625,5.625
00:00.0,0.182983398,0.027511597,0.334472656,0.985351563,0.288574219,1.194335938,0.428222656,1.689453125,5.375,5.375
00:00.0,0.016357422,0.026947021,0.327392578,0.682617188,0.379882813,1.447265625,0.457519531,1.841796875,5,5
00:00.0,0.090270996,0.154785156,0.406494141,0.531738281,0.164672852,1.206054688,0.410400391,1.552734375,4.75,4.75
00:00.0,0.104125977,0.068908691,0.369628906,0.680664063,0.291748047,1.087890625,0.434814453,1.548828125,4.4375,4.4375
00:00.0,0.029220581,0.107910156,0.352294922,0.845703125,0.561035156,1.340820313,0.449951172,1.836914063,4.25,4.25
00:00.0,0.031463623,0.114501953,0.439453125,0.935058594,0.71875,1.143554688,0.465087891,1.750976563,4.1875,4.1875
00:00.0,0.248535156,0.061340332,0.316772461,1.026367188,0.242553711,0.860839844,0.477172852,1.470214844,4.21875,4.21875
00:00.0,12.82,13.407,0.319335938,5.054,5.041,1.321289063,0.392333984,1.57421875,4.5625,4.5625
00:00.0,0.106384277,0.069580078,0.410888672,0.163574219,0.284667969,1.235351563,0.420654297,1.565429688,5,5
00:00.0,0.138427734,0.029418945,0.306396484,0.296386719,0.193969727,1.088867188,0.32421875,1.40234375,5.0625,5.0625
00:00.0,0.191040039,13.407,0.359985352,0.159667969,5.041,0.739990234,0.385864258,1.288085938,5.53125,5.53125
00:00.0,0.032012939,0.011892557,0.426513672,0.08605957,0.200195313,0.595703125,0.462158203,1.098632813,6.125,6.125
00:00.0,0.104248047,0.075317383,0.458496094,0.161621094,0.265869141,0.988769531,0.491455078,1.3046875,6.6875,6.6875
00:00.0,0.120849609,0.08203125,0.338378906,0.171020508,0.189331055,0.80078125,0.422363281,1.224609375,6.75,6.75
