Time,X-Acceleration,Y-Acceleration,Z-Acceleration,X-Velocity,Y-Velocity,Z-Velocity,Composite-Acceleration,Composite-Velocity,Temperature Z,Temperature-XYZ
00:00.0,13.515625,16.21875,12.09375,2.171875,1.442382813,2.1484375,17.484375,3.37890625,30.75,30.75
00:00.0,11.8828125,14.6796875,13.890625,2.751953125,1.608398438,2.244140625,17.671875,3.8984375,31.0625,31.0625
00:00.0,14.7734375,14.7578125,10,1.3671875,1.751953125,1.790039063,16.875,2.853515625,30.8125,30.8125
00:00.0,15.1796875,19,10.40625,1.796875,1.569335938,1.59375,19.625,2.869140625,29.75,29.75
00:00.0,15.3046875,18.65625,10.7890625,1.6796875,1.6015625,1.759765625,19.421875,2.912109375,30.5,30.5
00:00.0,15.484375,19.15625,9.8125,1.733398438,1.407226563,1.500976563,19.34375,2.689453125,29.125,29.125
00:00.0,13.0625,15.7890625,10.4921875,1.51953125,1.397460938,1.55078125,18.40625,2.58203125,29.5,29.5
00:00.0,13.3984375,19.28125,12.4375,1.693359375,1.333984375,1.489257813,20.21875,2.619140625,28.8125,28.8125
00:00.0,16.46875,15.7890625,10.171875,1.436523438,1.453125,1.455078125,19.65625,2.5078125,28.6875,28.6875
00:00.0,16.203125,20.59375,10.40625,1.548828125,1.428710938,1.467773438,22.71875,2.56640625,27.875,27.875
00:00.0,15.546875,16.5625,11.6015625,1.538085938,1.43359375,1.397460938,20.375,2.525390625,28.25,28.25
00:00.0,17.3125,16.109375,11.109375,1.391601563,1.446289063,1.388671875,18.671875,2.44140625,28.4375,28.4375
00:00.0,13.3671875,16.640625,13.90625,1.5390625,1.512695313,1.58984375,17.546875,2.6796875,29.25,29.25
00:00.0,20.140625,18.3125,9.890625,1.686523438,1.603515625,1.392578125,20.328125,2.712890625,29.9375,29.9375
00:00.0,13.875,13.453125,6.94140625,1.399414063,1.223632813,1.185546875,14.265625,2.205078125,29.875,29.875
00:00.0,13.3125,22.0625,11.2890625,2.017578125,3.615234375,1.763671875,22.078125,4.5,29.875,29.875
00:00.0,14.6015625,22.046875,11.7734375,1.90234375,1.942382813,1.704101563,22.09375,3.208984375,30.4375,30.4375
00:00.0,15.1640625,19.625,12.4296875,1.46484375,1.575195313,1.653320313,20.0625,2.712890625,31.375,31.375
00:00.0,16.546875,17.046875,11.9453125,1.32421875,1.55859375,1.44140625,18.828125,2.501953125,31.6875,31.6875
00:00.0,12.8125,16.46875,12.0546875,1.306640625,1.610351563,1.6484375,20.5,2.6484375,31.75,31.75
00:00.0,14.34375,16.234375,11.21875,1.341796875,1.6171875,1.6796875,16.6875,2.689453125,31.375,31.375
00:00.0,16.046875,16.703125,10.140625,1.528320313,1.561523438,1.520507813,21.4375,2.662109375,30.375,30.375
00:00.0,14.7421875,16.828125,11.3515625,1.509765625,1.4296875,1.5,17.296875,2.564453125,28.6875,28.6875
00:00.0,14.4453125,19.203125,11.28125,1.614257813,1.591796875,1.487304688,20.21875,2.7109375,27.875,27.875
00:00.0,15.4375,17.859375,10.484375,1.376953125,1.517578125,1.741210938,19.046875,2.6875,22.6875,22.6875
00:00.0,16.6875,16.25,11.3046875,1.904296875,1.583007813,1.625976563,18.90625,2.9609375,32,32
00:00.0,12.5859375,17.328125,10.296875,1.51953125,1.665039063,2.02734375,19.28125,3.03125,25.5625,25.5625
00:00.0,11.9296875,20.390625,12.1015625,2.15234375,1.419921875,1.715820313,24.140625,3.09765625,37.4375,37.4375
00:00.0,12.3125,15.875,9.3125,1.372070313,1.586914063,1.487304688,18.4375,2.572265625,35.75,35.75
00:00.0,13.7890625,16,10.859375,1.412109375,1.5703125,1.534179688,20.4375,2.609375,35.3125,35.3125
00:00.0,16.3125,13.7734375,10.859375,1.299804688,1.33984375,1.458007813,17.9375,2.369140625,34.1875,34.1875
00:00.0,16.296875,16.25,12.4140625,1.431640625,1.416992188,1.400390625,21.09375,2.453125,33.9375,33.9375
00:00.0,15.0625,14.5390625,11.390625,1.426757813,1.520507813,1.513671875,17.90625,2.576171875,34.25,34.25
00:00.0,15.5625,14.9375,10.6015625,1.5078125,1.374023438,1.602539063,18.234375,2.59375,34.5625,34.5625
00:00.0,14.0859375,17.34375,8.3984375,1.364257813,1.54296875,1.375,19.96875,2.4765625,34.125,34.125
00:00.0,16.875,18.765625,12.4921875,1.6796875,1.7734375,2.17578125,24.0625,3.271484375,35.375,35.375
00:00.0,12.4765625,16.171875,11.453125,1.388671875,1.711914063,1.552734375,19.40625,2.697265625,35.6875,35.6875
00:00.0,13.1328125,18.703125,11.9765625,1.586914063,1.624023438,1.639648438,19.734375,2.80078125,36.3125,36.3125
00:00.0,13.9296875,14.8359375,11.6875,1.720703125,2.390625,1.87109375,17.25,3.490234375,36.75,36.75
00:00.0,13.0546875,21.296875,12.4375,1.657226563,1.859375,1.951171875,22.265625,3.1640625,36.875,36.875
00:00.0,15.5390625,17.203125,12.0859375,1.63671875,1.59375,1.805664063,19.984375,2.912109375,37.4375,37.4375
00:00.0,14.3125,18.71875,12.7265625,1.659179688,1.522460938,1.521484375,20.28125,2.716796875,38,38
00:00.0,14.1171875,16.359375,12.2578125,1.416015625,1.639648438,1.697265625,18.34375,2.751953125,38.5,38.5
00:00.0,13.328125,16.671875,12.890625,1.49609375,1.643554688,1.584960938,20.171875,2.73046875,38.5,38.5
00:00.0,14,17.59375,12.5703125,1.983398438,1.939453125,2.02734375,20.109375,3.435546875,38.1875,38.1875
00:00.0,13.4921875,22.28125,14.0859375,1.821289063,1.954101563,1.834960938,25.265625,3.240234375,38,38
00:00.0,13.2734375,24.5,11.703125,1.6328125,1.528320313,1.606445313,27.40625,2.75390625,36.9375,36.9375
00:00.0,15.625,22.421875,12.65625,1.467773438,1.513671875,1.607421875,25.1875,2.650390625,35.4375,35.4375
00:00.0,14.1640625,15.9375,11.4765625,1.44140625,1.551757813,1.5859375,19.5625,2.646484375,34.5,34.5
00:00.0,14.5546875,16.015625,10.3671875,1.387695313,1.627929688,1.565429688,19,2.650390625,34.375,34.375
00:00.0,14.328125,15.3359375,12.2109375,1.427734375,1.555664063,1.522460938,21.90625,2.603515625,34.5,34.5
00:00.0,14.8046875,15.6328125,10.2421875,1.373046875,1.604492188,1.596679688,20.1875,2.6484375,34.1875,34.1875
00:00.0,13.40625,19.28125,13.5390625,1.321289063,1.591796875,1.638671875,24.078125,2.638671875,34.0625,34.0625
00:00.0,14.1640625,17.71875,10.375,1.471679688,1.565429688,1.594726563,20.984375,2.67578125,32.5,32.5
00:00.0,14.40625,14.2421875,10.4453125,1.434570313,1.696289063,1.727539063,19.625,2.814453125,32.4375,32.4375
00:00.0,18.6875,14.1484375,11.375,1.362304688,1.521484375,1.623046875,19.5625,2.609375,31.5,31.5
00:00.0,12.796875,16.671875,10.9609375,1.424804688,1.532226563,1.631835938,20,2.65234375,32.25,32.25
00:00.0,14.3203125,20.4375,10.6875,1.474609375,1.575195313,1.461914063,22.65625,2.60546875,32.4375,32.4375
00:00.0,17.453125,14.984375,11.390625,1.401367188,1.6015625,1.6953125,20.3125,2.720703125,32.4375,32.4375
00:00.0,0.263671875,0.203613281,0.308349609,0.23815918,0.070556641,0.192260742,0.463378906,0.836914063,30.375,30.375
00:00.0,11.3203125,16.40625,7.0703125,1.518554688,1.311523438,1.072265625,16.9375,2.275390625,27.375,27.375
00:00.0,10.9296875,13.3125,9.7890625,1.90625,1.400390625,1.67578125,14.765625,2.8984375,29.125,29.125
00:00.0,12.328125,11.171875,9.78125,1.533203125,1.071289063,1.23828125,15.171875,2.2421875,29.6875,29.6875
00:00.0,14.5859375,13.0234375,8.7421875,1.676757813,1.290039063,1.380859375,15.5625,2.525390625,30.375,30.375
00:00.0,11.4375,13.5,9.3671875,2.087890625,1.560546875,1.309570313,17.34375,2.916015625,31.0625,31.0625
00:00.0,14.0390625,11.671875,11.1640625,1.5546875,1.165039063,1.221679688,16.546875,2.294921875,31.375,31.375
00:00.0,12.5703125,13.4140625,12.3203125,1.83984375,1.565429688,1.682617188,15.5546875,2.943359375,31.5625,31.5625
00:00.0,11.78125,12.703125,10.0859375,1.598632813,1.29296875,1.072265625,16.515625,2.318359375,31.3125,31.3125
00:00.0,12.4609375,11.421875,8.8125,1.52734375,1.235351563,1.333007813,14.2109375,2.373046875,30.875,30.875
00:00.0,9.46875,9.1953125,11.4609375,1.206054688,1.021484375,1.180664063,11.8984375,1.97265625,30.0625,30.0625
00:00.0,13.09375,10.8046875,9.4296875,1.322265625,1.212890625,1.143554688,13.6015625,2.126953125,29.1875,29.1875
00:00.0,13.3671875,13.3828125,8.28125,1.6875,1.579101563,1.505859375,17.4375,2.7578125,29.375,29.375
00:00.0,13.15625,15.359375,8.8828125,1.678710938,1.6015625,1.490234375,16.953125,2.7578125,29.625,29.625
00:00.0,15.60546875,17.109375,9.94140625,3.072265625,2.529296875,2.166992188,17.9453125,4.640625,30.59375,30.59375
00:00.0,13.53125,15.3125,9.9921875,1.678710938,2.130859375,2.16015625,17.546875,3.46875,31.0625,31.0625
00:00.0,14.40625,16.734375,9.2109375,1.446289063,2.072265625,2.041015625,17.328125,3.25,31.0625,31.0625
00:00.0,13.6640625,15.6328125,12.1640625,1.612304688,1.784179688,1.900390625,17.015625,3.064453125,31.625,31.625
00:00.0,13.6015625,17.953125,9.3203125,2.115234375,2.1015625,1.846679688,18.625,3.5078125,31.3125,31.3125
00:00.0,16.390625,13.7734375,8.9453125,2.27734375,2.376953125,2.06640625,16.5,3.88671875,30.6875,30.6875
00:00.0,17.265625,16.625,10.9140625,1.583007813,1.692382813,1.8671875,18.421875,2.9765625,29.9375,29.9375
00:00.0,12.140625,16.59375,9.0234375,1.44921875,2.212890625,2.458984375,17.625,3.611328125,30.625,30.625
00:00.0,11.3203125,14.625,10.2890625,2.923828125,3.34375,3.3984375,16.21875,5.59375,30.5625,30.5625
00:00.0,12.09375,17.1875,9.0078125,2.103515625,2.474609375,3.033203125,17.5,4.44140625,30.375,30.375
00:00.0,15.2109375,15.578125,10.515625,1.37109375,1.71484375,1.754882813,16.5625,2.810546875,31,31
00:00.0,13.8046875,17.421875,11.34375,1.458007813,1.786132813,1.756835938,19.59375,2.8984375,31.8125,31.8125
00:00.0,13.0859375,15.5390625,8.53125,1.456054688,1.791015625,1.471679688,17.015625,2.73828125,32.5,32.5
00:00.0,13.8671875,19.90625,10.6953125,1.526367188,1.778320313,1.423828125,21.34375,2.7421875,33.4375,33.4375
00:00.0,12.5078125,19.59375,10.1640625,1.633789063,1.82421875,1.719726563,22.203125,2.9921875,34.375,34.375
00:00.0,12.3359375,18.90625,14.6328125,1.63671875,1.874023438,1.571289063,20.625,2.94140625,35,35
00:00.0,15.546875,18.46875,12.390625,1.612304688,1.60546875,1.612304688,22.671875,2.7890625,35.125,35.125
00:00.0,14.4453125,16.65625,11.8671875,1.53125,1.671875,1.543945313,22.140625,2.7421875,35.6875,35.6875
00:00.0,13.71875,15.8125,10.5234375,1.381835938,1.67578125,1.650390625,17.609375,2.728515625,35.75,35.75
00:00.0,14.203125,16.5625,12.5859375,1.467773438,1.56640625,1.5390625,18.171875,2.642578125,36.125,36.125
00:00.0,14.390625,17.484375,11.8671875,1.499023438,1.483398438,1.543945313,18.65625,2.61328125,35.6875,35.6875
00:00.0,16.234375,17.78125,11.5078125,1.587890625,1.75,1.586914063,22.671875,2.845703125,35.125,35.125
00:00.0,12.234375,14.3515625,7.77734375,2.701171875,2.984375,2.23828125,17.171875,4.60546875,34.5625,34.5625
00:00.0,11.46875,14.875,9.5625,2.392578125,2.525390625,2.177734375,18.546875,4.10546875,33.1875,33.1875
00:00.0,15.7578125,15.6171875,8.6328125,1.879882813,2.83203125,2.28515625,18.78125,4.09375,32.25,32.25
00:00.0,16.625,23.453125,13.8828125,1.416015625,2.02734375,1.889648438,26.578125,3.111328125,32.3125,32.3125
00:00.0,11.9375,11.34375,8.1171875,1.314453125,1.301757813,1.376953125,14.6953125,2.306640625,31.8125,31.8125
00:00.0,13.265625,18.1875,12.2421875,1.491210938,1.814453125,1.872070313,19.703125,3.00390625,32.125,32.125
00:00.0,14.9296875,19.4375,10.078125,1.403320313,1.857421875,1.88671875,21.96875,2.99609375,32.625,32.625
00:00.0,10.7109375,17.09375,9.4296875,1.694335938,2.53515625,2.7578125,17.765625,4.11328125,32,32
00:00.0,12.328125,17.0625,11.0859375,1.529296875,1.905273438,2.00390625,18.859375,3.16015625,31,31
00:00.0,14.5625,15.8515625,10.921875,1.330078125,1.709960938,1.709960938,21.21875,2.759765625,30.875,30.875
00:00.0,14.078125,15.6796875,10.7421875,1.500976563,1.749023438,1.803710938,19.390625,2.927734375,31.25,31.25
00:00.0,15.953125,17.578125,10.1875,1.3515625,1.721679688,1.586914063,20.59375,2.703125,32.5625,32.5625
00:00.0,14.953125,16.625,10.734375,1.53125,1.703125,1.665039063,19.03125,2.83203125,33.5625,33.5625
00:00.0,15.7109375,16.421875,11.421875,1.46484375,1.474609375,1.555664063,19.46875,2.595703125,35,35
00:00.0,13.015625,14.9609375,14.453125,1.740234375,1.693359375,1.479492188,18.03125,2.84375,35.625,35.625
00:00.0,14.4609375,18.109375,16.421875,1.5078125,1.522460938,1.5859375,21.140625,2.666015625,36.4375,36.4375
00:00.0,12.0078125,15.3046875,11.7578125,1.561523438,1.606445313,1.43359375,18.96875,2.66015625,37.0625,37.0625
00:00.0,11.203125,18.34375,11.328125,1.556640625,1.869140625,1.657226563,19.984375,2.943359375,37.0625,37.0625
00:00.0,11.15625,15.6796875,11.859375,1.559570313,1.813476563,1.650390625,17.921875,2.90625,36.875,36.875
00:00.0,11.390625,18.546875,12.1796875,1.671875,1.657226563,1.434570313,21.328125,2.7578125,36.9375,36.9375
00:00.0,11.40625,16.359375,9.4375,3.189453125,4.5078125,3.31640625,17.765625,6.44140625,36.5625,36.5625
00:00.0,11.4296875,16.453125,9.0390625,1.737304688,2.126953125,1.771484375,17.5625,3.267578125,35.75,35.75
00:00.0,13.640625,15.6484375,7.14453125,2.546875,3.4453125,2.619140625,16.125,5.01953125,34.625,34.625
00:00.0,11.6640625,17.3125,8.203125,2.353515625,3.583984375,2.171875,19.234375,4.8046875,34,34
00:00.0,11.7109375,14.578125,8.375,2.2265625,3.560546875,3.291015625,16.1875,5.3359375,32.8125,32.8125
00:00.0,13.171875,15.703125,9.921875,2.359375,3.2109375,3.44140625,16.984375,5.265625,32.375,32.375
00:00.0,11.34375,18.109375,8.25,2.193359375,2.83203125,1.981445313,19.203125,4.09375,32.5625,32.5625
00:00.0,10,19.765625,8.7421875,2.49609375,3.4921875,3.203125,22.40625,5.35546875,32.25,32.25
00:00.0,11.6328125,14.6015625,7.34765625,2.265625,2.61328125,2.4375,15.9375,4.23046875,31.75,31.75
00:00.0,12.53125,16.203125,10.3984375,2.189453125,3.32421875,2.625,17.6875,4.765625,31.4375,31.4375
00:00.0,12.125,15.359375,8.828125,1.55078125,1.966796875,2.22265625,16.03125,3.349609375,31.3125,31.3125
00:00.0,13.0234375,14.15625,9.0546875,1.723632813,2.51171875,3.32421875,16.21875,4.5078125,31.75,31.75
00:00.0,11.7421875,13.75,9.59375,1.68359375,2.37109375,2.53515625,14.6953125,3.859375,31.6875,31.6875
00:00.0,11.71875,13.03125,7.9609375,2.357421875,3.080078125,3.40625,14.984375,5.16015625,31.125,31.125
00:00.0,12.390625,18.25,9.8359375,1.797851563,3.0234375,3.603515625,21.859375,5.03515625,31.5,31.5
00:00.0,12.25,17.265625,8.5234375,2.314453125,2.771484375,2.64453125,18.734375,4.4765625,31.875,31.875
00:00.0,12.6953125,17.671875,9.40625,1.849609375,2.50390625,2.67578125,20.359375,4.10546875,32.25,32.25
00:00.0,11.5859375,18.546875,8.09375,1.514648438,2.021484375,1.96875,19.046875,3.203125,32.75,32.75
00:00.0,15.3984375,13.953125,11.015625,1.302734375,1.416015625,1.315429688,16.453125,2.33203125,32.875,32.875
00:00.0,12.375,14.1640625,9.703125,1.36328125,1.21484375,1.37109375,14.9765625,2.283203125,32.5,32.5
00:00.0,12.7734375,12.7890625,10.0859375,1.224609375,1.278320313,1.365234375,16.53125,2.236328125,31.9375,31.9375
00:00.0,11.875,10.2109375,10.3984375,1.002929688,0.784179688,1.142578125,12.25,1.778320313,30.9375,30.9375
00:00.0,11.4453125,11.421875,12.0703125,1.430664063,1.068359375,1.119140625,17.9375,2.107421875,29.6875,29.6875
00:00.0,12.82,13.3203125,9.8046875,5.054,1.276367188,1.404296875,14.671875,2.583984375,28.4375,28.4375
00:00.0,15.8359375,11.25,10.125,1.6640625,1.337890625,1.276367188,18.890625,2.48828125,28.375,28.375
00:00.0,16.484375,16.890625,11.9453125,3.69921875,3.060546875,3.0859375,19.859375,5.70703125,28.8125,28.8125
00:00.0,12.9140625,13,8.8515625,2.318359375,2.546875,1.993164063,14.8828125,3.978515625,29,29
00:00.0,16.765625,17.421875,11.90625,2.568359375,3.03125,2.705078125,19.390625,4.8046875,29.125,29.125
00:00.0,14.34375,14.953125,12.3828125,1.577148438,1.673828125,2.01953125,17.109375,3.0625,29.0625,29.0625
00:00.0,12.6484375,16.21875,9.21875,2.404296875,2.40625,2.291015625,18.046875,4.1015625,29.125,29.125
00:00.0,12.859375,14.078125,9.34375,1.692382813,1.76953125,2.294921875,16.359375,3.357421875,29.625,29.625
00:00.0,16.3125,15.6328125,9.0703125,1.850585938,2.041015625,2.54296875,18.875,3.75,28.6875,28.6875
00:00.0,15.984375,13.6328125,8.1015625,3.06640625,2.453125,2.29296875,18.03125,4.546875,28.1875,28.1875
00:00.0,15.2734375,13.625,10.359375,3.107421875,2.892578125,3.8984375,16.453125,5.76171875,28.3125,28.3125
00:00.0,14.390625,16.875,10.546875,1.958984375,1.73828125,2.28125,21.765625,3.474609375,28.25,28.25
00:00.0,16.171875,12.171875,8.3984375,1.919921875,1.83203125,1.95703125,18.3125,3.296875,27.4375,27.4375
00:00.0,15.8359375,15.0625,10.5546875,1.673828125,1.73828125,1.638671875,18.21875,2.916015625,28.1875,28.1875
00:00.0,17.21875,24.25,10.5078125,1.50390625,1.966796875,1.952148438,24.90625,3.15234375,28.25,28.25
00:00.0,14.6484375,16.9375,11.7578125,1.431640625,1.575195313,1.568359375,19.125,2.642578125,28.0625,28.0625
00:00.0,14.15625,16.375,12.4453125,1.6328125,1.72265625,1.79296875,17.71875,2.974609375,28.625,28.625
00:00.0,15.515625,17.171875,8.453125,2.25390625,1.875976563,2.771484375,18.6875,4.03515625,29,29
00:00.0,12.2734375,19.828125,12.7421875,3.33984375,2.505859375,3.607421875,21.03125,5.51953125,29.9375,29.9375
00:00.0,14.1875,14.75,9.984375,1.521484375,1.549804688,1.579101563,19.5,2.685546875,30.375,30.375
00:00.0,12.625,16.484375,9.4296875,1.53125,1.823242188,1.856445313,20.75,3.017578125,30.875,30.875
00:00.0,13.359375,15.3828125,9.515625,1.595703125,1.643554688,1.762695313,16.625,2.890625,31.625,31.625
00:00.0,14.0234375,13.625,10.3515625,1.672851563,1.821289063,1.983398438,16.421875,3.169921875,31.75,31.75
00:00.0,11.5703125,13.1171875,7.87109375,1.532226563,1.27734375,1.134765625,14.625,2.294921875,27.75,27.75
00:00.0,15.546875,18.71875,12.4453125,3.87109375,2.013671875,1.655273438,20.71875,4.66796875,28.125,28.125
00:00.0,17.40625,18.546875,12.296875,1.611328125,1.900390625,1.688476563,19.78125,3.009765625,29.125,29.125
00:00.0,14.53125,15.96875,12.078125,1.385742188,1.73828125,1.655273438,19.28125,2.771484375,30.125,30.125
00:00.0,16.21875,16.078125,14.1875,1.321289063,1.782226563,1.736328125,17.453125,2.81640625,30.3125,30.3125
00:00.0,15,18.0625,12.59375,1.381835938,1.7734375,1.581054688,22.328125,2.748046875,30,30
00:00.0,17.125,14.6796875,10.8125,1.42578125,1.770507813,1.530273438,18.921875,2.740234375,29.25,29.25
00:00.0,15.59375,13.75,10.5546875,1.333984375,1.6328125,1.505859375,18.359375,2.591796875,29.25,29.25
00:00.0,13.921875,14.578125,10.3046875,1.399414063,1.622070313,1.650390625,18.46875,2.705078125,29.1875,29.1875
00:00.0,15.8828125,15.203125,9.6953125,1.408203125,1.708984375,1.60546875,16.703125,2.734375,29.125,29.125
00:00.0,13.140625,17.6875,11.59375,1.327148438,1.568359375,1.504882813,17.828125,2.546875,29.3125,29.3125
00:00.0,13.203125,12.890625,9.734375,1.560546875,1.564453125,2.333984375,16.5,3.21484375,29.0625,29.0625
00:00.0,16.59375,15.7109375,9.578125,1.483398438,1.653320313,1.7265625,17.59375,2.8125,28.625,28.625
00:00.0,14.4765625,14.6328125,10.1171875,1.540039063,1.888671875,1.888671875,15.75,3.083984375,28.375,28.375
00:00.0,15.328125,13.8125,9.3125,1.451171875,1.44140625,1.680664063,18.421875,2.646484375,28.25,28.25
00:00.0,16.9375,14.640625,10.3515625,1.35546875,1.544921875,1.594726563,19.140625,2.6015625,28.1875,28.1875
00:00.0,14.390625,13.1953125,9.1171875,1.63671875,1.619140625,1.46484375,17.203125,2.728515625,28.9375,28.9375
00:00.0,12.984375,16.3125,11.5625,1.586914063,1.662109375,1.543945313,20.046875,2.767578125,29.375,29.375
00:00.0,13.6484375,14.0859375,10.1484375,1.384765625,1.71484375,1.541992188,18.609375,2.689453125,29.8125,29.8125
00:00.0,16.6875,17.140625,12.375,1.499023438,1.745117188,1.537109375,22.328125,2.767578125,30.6875,30.6875
00:00.0,13.625,17.203125,13.5234375,1.51953125,1.796875,1.732421875,21.609375,2.921875,31.5625,31.5625
00:00.0,16.890625,19,12.5234375,1.608398438,1.720703125,1.522460938,22.25,2.8046875,32.375,32.375
00:00.0,16.484375,20.390625,12.3515625,1.510742188,1.669921875,1.581054688,25.875,2.751953125,33,33
00:00.0,15.3046875,17.90625,13.265625,1.626953125,1.7265625,1.455078125,20.828125,2.783203125,33.4375,33.4375
00:00.0,15.2890625,18.140625,12.5703125,1.508789063,1.59765625,1.518554688,20.859375,2.669921875,34,34
00:00.0,14.8203125,20.53125,11.0859375,1.4609375,1.671875,1.493164063,21.71875,2.67578125,33.875,33.875
00:00.0,15.4609375,17.6875,11.9921875,1.487304688,1.6328125,1.450195313,20.59375,2.642578125,33.75,33.75
00:00.0,16.859375,20.1875,12.640625,1.424804688,1.750976563,1.693359375,23.171875,2.822265625,33.1875,33.1875
00:00.0,16.03125,23.296875,11.859375,1.399414063,1.793945313,1.487304688,26.546875,2.71875,32.3125,32.3125
00:00.0,15.140625,19.15625,11.6953125,1.46875,1.743164063,1.4921875,21.296875,2.724609375,31,31
00:00.0,15.21875,17.953125,10.546875,1.447265625,1.7734375,1.577148438,21,2.779296875,31.1875,31.1875
00:00.0,13.1015625,13.84375,9.15625,1.609375,1.681640625,1.525390625,14.546875,2.783203125,30.125,30.125
00:00.0,16.203125,16.484375,10.65625,2.853515625,2.431640625,2.140625,18.5625,4.31640625,28.8125,28.8125
00:00.0,13.515625,15,9.2109375,1.353515625,1.719726563,1.862304688,17.125,2.873046875,29.375,29.375
00:00.0,13.1484375,16.59375,9.203125,1.36328125,1.6328125,1.76953125,18.125,2.767578125,29.5625,29.5625
00:00.0,13.09375,16.296875,8.359375,1.4921875,1.807617188,1.896484375,18.109375,3.015625,29.1875,29.1875
00:00.0,13.3984375,16.90625,8.8125,1.328125,1.565429688,1.702148438,19.328125,2.66796875,29.3125,29.3125
00:00.0,13.0234375,13.5703125,12.2265625,1.473632813,1.674804688,1.569335938,15.140625,2.728515625,29.0625,29.0625
00:00.0,13.953125,15.4765625,9.4375,1.475585938,1.754882813,1.842773438,18.3125,2.94140625,28.8125,28.8125
00:00.0,13.578125,17.625,10.34375,1.40234375,1.686523438,1.775390625,18.828125,2.822265625,28.75,28.75
00:00.0,15.8984375,14.1640625,12.21875,1.34765625,1.514648438,1.5,17.859375,2.521484375,28.8125,28.8125
00:00.0,14.21875,14.1953125,9.7265625,1.409179688,1.541015625,1.556640625,18.59375,2.60546875,29.1875,29.1875
00:00.0,16.765625,16.765625,12.3671875,1.411132813,1.73828125,1.52734375,19.328125,2.7109375,30.125,30.125
00:00.0,14.140625,13.46875,9.4453125,1.372070313,1.54296875,1.508789063,18.671875,2.556640625,30.8125,30.8125
00:00.0,13.7265625,20.3125,9.4296875,1.431640625,1.555664063,1.48046875,23.5,2.580078125,31.4375,31.4375
00:00.0,15.3359375,16.90625,11.5390625,1.518554688,1.423828125,1.684570313,19.421875,2.677734375,32.125,32.125
00:00.0,11.9921875,11.8125,9.2734375,1.819335938,2.166015625,1.651367188,14.421875,3.275390625,25.0625,25.0625
00:00.0,13.2890625,16.28125,9.359375,1.825195313,2.158203125,1.47265625,18.109375,3.1875,25,25
00:00.0,13.65625,14.4296875,9.453125,2.728515625,2.49609375,1.458984375,17.015625,3.9765625,25.5,25.5
00:00.0,15.1953125,16.859375,11.3828125,3.53125,2.68359375,1.926757813,18.5,4.8359375,26.4375,26.4375
00:00.0,15.8359375,19.421875,11.390625,4.06640625,4.328125,3.318359375,21.453125,6.8046875,27.5625,27.5625
00:00.0,12.28125,16.75,13.28125,3.365234375,2.8125,2.0546875,19.703125,4.84375,28.125,28.125
00:00.0,15.40625,22.359375,10.5703125,3.8828125,3.876953125,2.576171875,25,6.0625,28.75,28.75
00:00.0,14.40625,15.0234375,12.21875,5.62890625,4.01953125,3.13671875,17.40625,7.59765625,29.25,29.25
00:00.0,16.046875,17.3125,14.6171875,3.841796875,2.064453125,3.0234375,22.328125,5.3046875,30,30
00:00.0,15.109375,15.015625,12.4765625,3.431640625,2.541015625,2.357421875,21.375,4.875,30.25,30.25
00:00.0,14.578125,18.28125,10.7734375,6.7109375,3.25390625,2.65234375,21.25,7.9140625,30.3125,30.3125
00:00.0,13.6796875,16.640625,12.2421875,3.359375,2.3125,2,18.953125,4.5390625,30.125,30.125
00:00.0,17.140625,22.953125,11.5078125,2.638671875,2.14453125,1.879882813,24.359375,3.88671875,29.6875,29.6875
00:00.0,15.484375,17.8125,11.4921875,4.09375,3.056640625,3.140625,23.953125,5.99609375,28.875,28.875
00:00.0,17.875,18.9375,13.328125,2.673828125,2.333984375,2.45703125,27.109375,4.31640625,28,28
00:00.0,16.75,14.9453125,13.015625,2.515625,1.6484375,2.5546875,20.109375,3.947265625,27.4375,27.4375
00:00.0,14.8828125,15.8828125,12.546875,3.689453125,3.603515625,3.677734375,19.84375,6.3359375,26.5625,26.5625
00:00.0,0.445800781,0.590332031,0.449707031,0.523925781,0.479492188,1.182617188,0.834472656,1.630859375,22.9375,22.9375
00:00.0,0.156982422,0.407226563,0.573242188,0.127319336,0.411865234,0.123535156,0.879882813,1.026367188,18.0625,18.0625
00:00.0,0.104003906,0.437744141,0.329833984,0.4609375,0.768066406,1.294921875,0.524902344,1.764648438,15.5,15.5
00:00.0,0.024246216,0.284423828,0.291259766,0.092102051,0.145874023,0.080383301,0.568359375,0.544921875,13.375,13.375
00:00.0,0.203857422,0.714355469,0.510253906,0.112915039,0.177368164,0.069763184,1.080078125,0.609375,11.5625,11.5625
00:00.0,0.301513672,0.210449219,0.154785156,0.174804688,0.352050781,0.810058594,0.243408203,1.295898438,16.0625,16.0625
00:00.0,0.240600586,0.218505859,0.134277344,0.572265625,0.583007813,1.215820313,0.23046875,1.692382813,16.125,16.125
00:00.0,0.324462891,0.065734863,0.290771484,0.203613281,0.589355469,1.076171875,0.353027344,1.486328125,15.8125,15.8125
00:00.0,13.953125,15.7890625,6.19921875,1.323242188,1.478515625,1.370117188,16.734375,2.41015625,12.375,12.375
00:00.0,15.046875,18.5625,7.16015625,1.334960938,1.513671875,1.173828125,19.828125,2.333984375,17.3125,17.3125
00:00.0,16.265625,19.359375,11.0390625,1.868164063,1.66796875,1.419921875,21.65625,2.87890625,21.125,21.125
